customer_id,borrower_age,employment_type,employment_tenure_years,residence_years,marital_status,dependents_count,monthly_gross_income,net_disposable_income,income_variability_flag,existing_emi_obligation,debt_to_income_ratio,avg_savings_balance,loan_amount,loan_tenure_months,interest_rate,emi_amount,loan_type,loan_vintage_months,current_dpd,past_delinquency_count,max_dpd_12m,on_time_payment_ratio,missed_payment_count,partial_payment_flag,auto_debit_bounce_count,days_since_last_payment,rolling_dpd_trend,payment_volatility_score,emi_stress_ratio,delinquency_acceleration,payment_regularity_score,bounce_frequency_ratio,recovery_lag_days,outstanding_balance_ratio,utilization_shock_flag,repayment_fatigue_index,exposure_concentration_score,behavioral_risk_score
KY10308685,23,Salaried,15.1,13.1,Married,0,35990.74,23599.36,0,15734.75,0.437,347563.29,828735.39,60,14.81,19633,Credit_Card,61,60,0,60,0.93,0,0,2,70,20,0.548,0.832,30,0,2,17,0.893,1,0,0.578,1.02
YH49531063,60,Salaried,8,23.1,Married,0,88146.76,59108.44,0,40985.12,0.465,388037.66,647173.12,60,13.98,15051.88,Personal_Loan,50,0,1,60,0.94,0,1,0,24,0,0.29,0.255,-15,0.2,0,0,0.965,1,0,0.737,0.149
WN63412037,32,Self_Employed,10.7,22.7,Married,3,136667.63,82411.49,1,24569.15,0.18,133428.4,911630.82,12,13.8,81766.94,Credit_Card,46,15,0,30,0.99,0,0,0,74,5,0.126,0.992,-15,0,0,56,0.405,0,0,0.643,0.362
CE38048647,56,Salaried,19.9,10.5,Single,3,66978.18,46712.13,0,31600.74,0.472,343873.72,718074.05,48,21.03,22247.25,Credit_Card,69,15,1,60,0.99,0,0,0,46,5,0.116,0.476,-15,0,0,31,0.535,0,0,0.378,0.205
NB69477573,43,Salaried,1.8,4.5,Single,1,147345,71178.16,0,29416.48,0.2,367936.64,372144.08,24,23.57,19595.89,Auto_Loan,44,15,1,90,0.95,0,0,0,30,5,0.248,0.275,0,0,0,47,0.282,0,0,0.206,0.178
ZO54521287,28,Self_Employed,9.6,22.5,Married,0,60741.87,34241.36,1,34963.97,0.576,295464.78,545480.21,36,14.37,18741.4,Credit_Card,70,0,1,0,0.91,1,1,0,30,0,0.252,0.547,0,0,0,0,0.738,0,0.014,0.409,0.227
KN32913256,44,Salaried,1.6,9.8,Single,1,70216.04,37419.95,0,38761.72,0.552,363599.9,548967.03,24,23.68,28936.89,Credit_Card,71,0,1,30,0.99,1,1,0,72,0,0.279,0.773,0,0,0,0,0.221,0,0.014,0.53,0.302
AS11643111,34,Self_Employed,19.9,8,Single,4,134076.67,91430.41,1,37022.81,0.276,485907.31,986032.14,36,17.09,35198.92,Personal_Loan,12,0,1,90,0.7,0,0,2,22,0,0.256,0.385,-15,0.27,2,0,0.33,0,0,0.45,0.68
MR66231201,50,Salaried,9.4,2.1,Married,4,109117.19,66836.89,0,57656.33,0.528,192236.09,889650.98,48,17.99,26128.85,Personal_Loan,70,0,1,60,0.94,0,0,0,27,0,0.535,0.391,-15,0.1,0,0,0.96,1,0,0.49,0.251
FA24715798,37,Salaried,4.6,2.2,Single,1,190902.03,97638.26,0,5033.7,0.026,302710.05,376817.25,24,14.01,18093.86,Personal_Loan,65,0,1,90,0.85,1,1,1,63,0,0.052,0.185,0,0,0.5,0,0.702,0,0.015,0.258,0.194
EK38021325,62,Salaried,14.4,6.5,Married,4,119849.55,61041.06,0,55426.49,0.462,364492.9,282228.56,60,23.26,7998.37,Credit_Card,14,0,2,30,0.84,1,0,0,53,0,0.146,0.131,-30,0,0,0,0.488,0,0.067,0.3,0.076
XD02735328,23,Salaried,19.8,15.4,Married,2,184053.85,85413.02,0,41082.92,0.223,374352.67,119274.9,60,13.56,2748.19,Personal_Loan,33,0,1,90,0.67,0,0,0,58,0,0.534,0.032,-30,0,0,0,0.318,0,0,0.094,0.143
NK72625613,62,Self_Employed,16.1,10.2,Married,0,119704.98,58361.29,1,21232.2,0.177,456912.41,414946.77,12,22.5,38936.61,Credit_Card,32,0,3,60,0.98,0,0,1,23,0,0.372,0.667,0,0.23,1,0,0.476,0,0,0.224,0.543
IZ31259392,58,Salaried,4.3,17.3,Married,0,135993.32,72507.99,0,35027.24,0.258,256544.12,486505.08,12,17.3,44440.87,Credit_Card,33,0,1,60,0.78,2,1,0,15,0,0.061,0.613,-30,0.5,0,0,0.331,0,0.059,0.349,0.199
UN49408900,44,Gig,14.1,22.6,Married,0,75592.98,44724.54,1,45260.11,0.599,134876.18,803278.31,24,21.64,41529.93,Auto_Loan,7,90,1,90,0.88,0,0,0,3,30,0.329,0.929,60,0.9,0,53,0.567,0,0,0.494,0.561
MN20867528,30,Salaried,4.5,20.1,Married,1,181916.72,101298.16,0,40284.25,0.221,311510.89,170092.83,12,14.92,15345.87,Credit_Card,44,0,1,30,0.66,0,0,0,26,0,0.199,0.151,-30,0.13,0,0,0.46,0,0,0.137,0.095
MZ17392426,52,Self_Employed,18.8,6,Married,2,44681.98,29633.65,1,30641.32,0.686,180667.89,627749.54,60,22.65,17570.55,Personal_Loan,64,0,2,60,0.83,0,0,0,11,0,0.427,0.593,-30,0.63,0,0,0.984,1,0,0.367,0.285
RV46300249,44,Salaried,6.1,13.9,Single,3,182985.32,126443.56,0,29464.75,0.161,473657.49,450715.54,36,23.62,17593.05,Credit_Card,23,0,1,90,0.65,0,0,1,20,0,0.289,0.139,-30,0.33,1,0,0.326,0,0,0.258,0.364
FG44606546,25,Salaried,6.9,6.4,Married,1,65626.71,33825.56,0,49143.49,0.749,422183.48,149497.54,36,15.5,5219.06,Personal_Loan,2,0,3,90,0.94,0,0,1,71,0,0.492,0.154,-30,0,1,0,0.741,0,0,0.148,0.419
UJ43294524,25,Salaried,8.6,20.5,Married,3,142234.42,92591.95,0,10384.85,0.073,251631.28,645218.46,36,12.81,21680.96,Personal_Loan,15,0,0,90,0.74,1,0,0,62,0,0.126,0.234,0,0,0,0,0.618,0,0.062,0.586,0.102
AX75525778,52,Salaried,19.6,7.4,Single,1,32455.8,21374.93,0,59108.31,1.821,99997.53,196496.98,24,23,10291.2,Auto_Loan,56,0,2,60,0.67,2,0,0,29,0,0.333,0.481,-30,0.03,0,0,0.823,0,0.035,0.119,0.228
OC23049544,31,Salaried,16.6,21.7,Single,0,164697.03,81633.77,0,34298.6,0.208,133323.52,919832.23,60,13.08,20966.7,Credit_Card,46,0,1,0,0.88,2,1,0,20,0,0.203,0.257,0,0.33,0,0,0.26,0,0.043,0.754,0.128
SX58454763,29,Salaried,2.4,1.9,Single,1,113105.91,55165.2,0,5260.19,0.047,284302.1,633547.07,48,15.24,17709.26,Personal_Loan,40,0,1,60,0.83,1,0,0,62,0,0.355,0.321,-30,0,0,0,0.579,0,0.024,0.394,0.185
JE76754872,62,Salaried,9.5,24.9,Single,4,93792.52,59819.83,0,42224,0.45,464426.49,578078.65,60,13.26,13230.13,Credit_Card,66,0,1,30,0.82,3,0,0,38,0,0.126,0.221,-30,0,0,0,0.959,1,0.045,0.314,0.098
BE17376435,31,Salaried,3.1,17.2,Married,4,139851.28,81873.32,0,14029.63,0.1,450095.62,80782.02,24,21.12,4155.8,Personal_Loan,18,90,1,90,0.69,1,0,1,54,30,0.294,0.051,90,0,0.5,9,0.681,0,0.053,0.157,0.414
WG02621812,64,Self_Employed,1.5,17.8,Single,0,70493,35598.05,1,28348.84,0.402,11109.01,322970.65,48,17.15,9344.41,Personal_Loan,50,15,0,60,0.85,1,0,1,40,5,0.453,0.262,0,0,0.5,47,0.299,0,0.02,0.346,0.35
LE20281918,27,Salaried,7.5,11.5,Married,0,168940.86,79264.98,0,18821.1,0.111,359548.49,168436.95,12,23.6,15894.74,Personal_Loan,43,15,0,90,0.95,0,0,0,20,5,0.121,0.201,15,0.33,0,11,0.622,0,0,0.136,0.124
BB94572209,33,Gig,17.7,6,Married,0,112086.89,71646.66,1,5913.07,0.053,287520.97,265218.62,48,10.13,6743.2,Auto_Loan,47,90,0,90,0.65,1,0,2,39,30,0.17,0.094,60,0,1,27,0.51,0,0.021,0.182,0.521
KU45942107,35,Salaried,14.5,20.8,Married,4,91660.46,45904.16,0,8313.59,0.091,323584.83,533291.81,60,17.07,13273.76,Credit_Card,67,90,1,90,0.81,0,0,1,68,30,0.408,0.289,90,0,1,44,0.548,0,0,0.277,0.639
TB97174579,62,Gig,7.6,23.3,Single,1,56968.59,29071.46,1,24979.42,0.438,76783.35,776626.53,48,10.29,19805.59,Credit_Card,45,0,0,30,0.7,1,0,1,20,0,0.187,0.681,-30,0.33,0.5,0,0.78,0,0.022,0.375,0.376
EM77996329,24,Salaried,4,24.8,Single,4,49057.56,30360.14,0,33736.71,0.688,337256.54,552314.28,24,19.38,27943.48,Credit_Card,29,0,1,30,0.91,0,0,0,73,0,0.547,0.92,-30,0,0,0,0.301,0,0,0.401,0.413
QN54155423,26,Salaried,14.9,7.1,Single,3,189632.14,118043.78,0,25308.68,0.133,157923.32,519943.27,24,23.91,27466.62,Credit_Card,12,0,1,60,0.94,1,0,0,57,0,0.296,0.233,-30,0,0,0,0.956,1,0.077,0.268,0.144
FX12661005,36,Salaried,12.3,2.9,Married,0,152002.54,106392.71,0,8325.21,0.055,285653.59,372880.68,12,16.82,33976.65,Personal_Loan,37,0,1,30,0.87,0,0,0,34,0,0.122,0.319,-30,0,0,0,0.696,0,0,0.273,0.126
PS83839159,46,Gig,11.6,18,Single,2,38853.86,25885.74,1,48079.97,1.237,120318.11,731418.43,60,20.25,19480,Credit_Card,9,0,1,90,0.81,0,0,2,0,0,0.482,0.753,-30,1,2,0,0.67,0,0,0.345,0.846
ML57282493,39,Salaried,13.5,16.8,Single,2,161843.94,102552.02,0,55087.49,0.34,113899.33,908521.89,36,17.61,32667.77,Personal_Loan,30,0,0,90,0.88,1,0,0,18,0,0.494,0.319,-30,0.4,0,0,0.888,1,0.032,0.574,0.219
BT70861345,34,Self_Employed,14.2,15.9,Married,3,193232.2,87284.3,1,56881.09,0.294,175377.15,906512.51,12,13.5,81180.03,Auto_Loan,64,0,0,0,0.77,3,0,0,37,0,0.127,0.93,-30,0,0,0,0.789,0,0.046,0.639,0.311
TZ90874025,38,Self_Employed,14.7,6.5,Single,2,50112.5,23736.9,1,12316.04,0.246,338728.77,928992.5,48,17.87,27226.09,Auto_Loan,24,0,2,0,0.84,1,1,1,62,0,0.256,1.147,-15,0,0.5,0,0.689,0,0.04,0.677,0.533
OR31912764,45,Self_Employed,2.5,13.5,Single,2,186833.26,119564.53,1,32046.41,0.172,320394.45,218722.85,60,15.97,5315.43,Credit_Card,17,0,1,60,0.94,1,0,0,50,0,0.419,0.044,-30,0,0,0,0.502,0,0.056,0.154,0.118
XC16117808,61,Salaried,13.2,22,Single,0,34765.48,21394.67,0,58205.57,1.674,111146.73,98627.02,48,24.51,3243.29,Personal_Loan,20,30,0,30,0.84,1,0,0,56,10,0.492,0.152,15,0,0,54,0.673,0,0.048,0.135,0.235
AX96347873,59,Salaried,9.2,8.7,Married,3,191746.8,133228.1,0,13287.67,0.069,413561.59,825440.51,24,21.52,42626.92,Credit_Card,35,0,2,0,0.69,0,0,0,29,0,0.462,0.32,-15,0.03,0,0,0.991,1,0,0.414,0.212
QU98820589,48,Self_Employed,15.1,13.7,Single,2,106193.81,64643.89,1,53720.83,0.506,287656.95,749772.46,24,13.47,35811.29,Personal_Loan,47,0,1,0,0.8,1,0,1,16,0,0.513,0.554,-30,0.47,0.5,0,0.415,0,0.021,0.52,0.419
QM87325858,33,Self_Employed,7.6,8,Married,3,153237.15,82894.23,1,42970.47,0.28,400726.3,536519.13,24,19.04,27055.62,Personal_Loan,34,0,2,60,0.85,0,0,1,10,0,0.093,0.326,-15,0.67,1,0,0.882,1,0,0.293,0.371
MC27243355,36,Gig,18.5,17.2,Married,0,156708.92,71630.22,1,50158.55,0.32,365000.71,687236.85,60,18.56,17661.33,Credit_Card,28,15,0,60,0.95,0,0,1,28,5,0.178,0.247,15,0.07,1,23,0.252,0,0,0.466,0.402
OO21522420,58,Self_Employed,2.9,21,Married,0,109682.34,68536.39,1,21639.39,0.197,210774.69,870496.09,12,25.37,82891.98,Credit_Card,46,0,1,30,0.9,2,0,0,22,0,0.16,1.209,-30,0.27,0,0,0.908,1,0.043,0.731,0.403
ZH86438629,61,Salaried,7.9,11.7,Single,2,139334.44,64320.12,0,30981.42,0.222,246138.42,271701.68,48,11.35,7068.54,Credit_Card,67,0,2,0,0.79,1,0,1,20,0,0.314,0.11,-15,0.33,0.5,0,0.681,0,0.015,0.181,0.236
XC58654249,63,Salaried,5.6,25,Married,4,32326.86,18891.66,0,36114.79,1.117,246427.09,460053.94,36,22.28,17636.38,Auto_Loan,61,0,1,0,0.91,1,0,1,61,0,0.305,0.934,-30,0,0.5,0,0.311,0,0.016,0.235,0.481
LH16006984,29,Self_Employed,17.5,5.4,Married,0,81304.9,36787.04,1,13247.7,0.163,279828.89,633601.75,60,13.75,14660.81,Credit_Card,39,0,0,30,1,2,0,0,49,0,0.321,0.399,-15,0,0,0,0.45,0,0.05,0.297,0.2
UO95232612,23,Self_Employed,6.4,23.9,Married,3,27275.58,13783.35,1,46584.28,1.708,377874.58,954764.66,12,19.47,88202.15,Personal_Loan,6,30,1,30,0.96,1,0,1,12,10,0.311,6.399,30,0.6,0.5,23,0.632,0,0.143,0.795,2.189
WF37472181,36,Self_Employed,19.2,21.9,Single,3,63794.79,38346.46,1,56866.62,0.891,40353.65,455992.88,12,12.77,40678.85,Personal_Loan,50,0,2,0,0.67,4,0,0,1,0,0.443,1.061,0,0.97,0,0,0.399,0,0.078,0.659,0.429
NS99374113,25,Salaried,18.2,10.9,Single,2,98988.62,66410.32,0,53949.16,0.545,246093.93,994452.04,12,17.53,90949.07,Personal_Loan,60,0,1,60,0.88,3,0,0,42,0,0.09,1.37,-30,0,0,0,0.56,0,0.049,0.548,0.434
BL31010291,63,Self_Employed,3.6,10.5,Married,3,75252.59,40336.38,1,51676.07,0.687,261929.04,982128.1,48,16.95,28313.95,Credit_Card,36,0,0,30,0.92,0,1,0,70,0,0.403,0.702,-30,0,0,0,0.809,0,0,0.469,0.311
AQ17252724,45,Salaried,2.7,24.6,Married,1,84237.94,58505.66,0,46656.66,0.554,62107.67,183815.39,48,21.71,5762.4,Credit_Card,47,0,1,90,0.86,1,0,0,43,0,0.246,0.098,-15,0,0,0,0.769,0,0.021,0.112,0.091
WH29342889,60,Salaried,13.6,6.2,Married,2,178434.31,115589.79,0,52152.45,0.292,26634.09,902881.33,12,18.85,83141.83,Credit_Card,35,0,1,30,0.74,0,0,1,44,0,0.512,0.719,-30,0,1,0,0.599,0,0,0.385,0.594
NA21688781,55,Salaried,15.6,9.5,Married,4,183850.58,120189.26,0,38725.48,0.211,79875.31,77947.19,12,17.45,7125.81,Personal_Loan,7,0,1,0,0.88,1,0,1,4,0,0.389,0.059,-15,0.87,0.5,0,0.692,0,0.125,0.079,0.24
GA56287271,26,Gig,2.7,15.2,Married,4,93265.79,54170.5,1,52070.32,0.558,117955.97,144520.47,36,23.15,5605.65,Credit_Card,7,0,2,30,0.92,0,0,0,0,0,0.35,0.103,-30,1,0,0,0.916,1,0,0.104,0.118
QK77708624,24,Salaried,12.2,13.8,Single,1,34611.82,23399.45,0,38405.48,1.11,469831.86,67764.41,24,23.43,3563.53,Credit_Card,27,0,0,60,0.75,0,0,2,65,0,0.203,0.152,-15,0,2,0,0.65,0,0,0.102,0.596
CG80817266,34,Self_Employed,18.5,2,Married,3,27649.5,16019.09,1,58924.27,2.131,78458.01,842878.33,24,12.28,39787.51,Personal_Loan,9,0,0,0,0.8,1,0,1,49,0,0.345,2.484,-15,0,0.5,0,0.671,0,0.1,0.366,0.956
LN86575364,57,Gig,14.6,2.9,Single,2,178387.24,98692,1,57300.87,0.321,125649.35,782091.06,48,20.55,24029.1,Credit_Card,2,0,0,90,0.99,2,0,0,67,0,0.221,0.243,-15,0,0,0,0.433,0,0.667,0.613,0.128
ML64053590,45,Self_Employed,13.9,0.5,Single,0,172967.32,105380.73,1,46943.3,0.271,398226.25,682811.05,48,13.31,18423.34,Personal_Loan,1,90,2,90,0.77,1,0,0,15,30,0.481,0.175,60,0.5,0,56,0.754,0,0.5,0.372,0.373
CW45562607,48,Salaried,10.6,2.5,Single,0,50594.57,25996.18,0,7276.81,0.144,287977.25,362699.29,12,10.61,31990.02,Credit_Card,30,0,2,60,0.68,1,0,0,73,0,0.341,1.231,0,0,0,0,0.691,0,0.032,0.292,0.455
HQ28685857,57,Salaried,17.7,14.4,Single,0,147494,101690.39,0,53371.42,0.362,289383.46,615482.36,60,14.91,14613.22,Personal_Loan,55,60,1,60,0.88,0,1,0,33,20,0.297,0.144,45,0,0,50,0.626,0,0,0.305,0.251
EH95587583,60,Self_Employed,12,15.7,Single,2,96143.75,64253.45,1,38476.69,0.4,154348.73,507561.71,36,15.27,17661.98,Credit_Card,4,0,2,60,0.88,0,1,0,19,0,0.27,0.275,-30,0.37,0,0,0.812,0,0,0.357,0.15
NU27158682,35,Self_Employed,14.3,24.7,Single,2,119118.9,63343.24,1,34190.29,0.287,212571.25,135274.9,48,11.7,3542.41,Personal_Loan,66,0,0,30,0.71,0,0,1,1,0,0.067,0.056,-30,0.97,1,0,0.444,0,0,0.238,0.284
OA27405069,35,Salaried,15.9,23.8,Married,1,153277.26,84555.32,0,7532.89,0.049,363234.9,567352.93,12,12.95,50661.11,Auto_Loan,14,0,1,90,0.68,0,0,0,6,0,0.111,0.599,-15,0.8,0,0,0.707,0,0,0.613,0.207
SY92174889,21,Gig,1.8,6,Single,1,146152.48,92437.7,1,10532.29,0.072,279631.14,448775.9,36,11.18,14730.63,Auto_Loan,39,0,0,0,0.7,0,0,1,3,0,0.473,0.159,0,0.9,1,0,0.308,0,0,0.246,0.416
YU21229635,47,Self_Employed,12.5,14.4,Married,4,145104.16,79161.26,1,50950.65,0.351,277052.03,698091.42,24,13.55,33369.17,Credit_Card,17,15,0,60,0.68,0,0,0,45,5,0.438,0.422,0,0,0,46,0.99,1,0,0.352,0.269
NY31739345,44,Salaried,12.7,12.9,Single,2,26382.8,15669.61,0,26764.76,1.014,235762.67,664946.12,12,10.83,58716.33,Credit_Card,24,30,0,90,0.97,1,0,1,10,10,0.113,3.747,30,0.67,0.5,18,0.562,0,0.04,0.491,1.344
WO16598411,23,Salaried,6.7,24,Married,4,153337.29,99626.99,0,38336.75,0.25,497498.36,962557.98,60,13.56,22178.08,Personal_Loan,64,0,1,0,0.87,0,1,0,52,0,0.185,0.223,-15,0,0,0,0.294,0,0,0.449,0.113
ET29715726,26,Gig,2.4,8.5,Married,2,62343.91,32374.4,1,11973.91,0.192,338775.89,568427.06,48,21.64,17798,Credit_Card,6,0,0,90,0.9,3,0,0,55,0,0.149,0.55,0,0,0,0,0.725,0,0.429,0.365,0.202
CF69405461,53,Salaried,17.7,18.7,Single,1,184104.29,114343.67,0,14882.01,0.081,341707.4,701390.01,60,13.56,16160.56,Credit_Card,45,0,3,30,0.92,3,1,1,23,0,0.236,0.141,-30,0.23,0.25,0,0.816,0,0.065,0.434,0.164
QO86091242,44,Salaried,6.2,10.7,Single,2,160501.43,89057.47,0,47257.25,0.294,180010.67,896582.07,24,19.6,45457.26,Auto_Loan,66,0,2,0,0.83,1,0,1,62,0,0.153,0.51,0,0,0.5,0,0.758,0,0.015,0.432,0.316
KY11314178,56,Salaried,7.4,19.1,Married,1,70499.01,44778.36,0,7029.43,0.1,209762.37,302895.87,24,21.17,15589.8,Personal_Loan,36,0,0,90,0.68,1,0,0,40,0,0.345,0.348,-15,0,0,0,0.3,0,0.027,0.432,0.191
TM91798257,40,Self_Employed,3.7,10.9,Married,0,108299.43,61109.77,1,27665.83,0.255,120656.64,432339.03,12,20.59,40171.69,Credit_Card,37,90,1,90,0.91,1,0,0,25,30,0.472,0.657,60,0.17,0,17,0.957,1,0.026,0.402,0.515
JC11203768,48,Salaried,6.6,16.4,Married,4,117896.71,61481.18,0,8448.9,0.072,121991.11,754377.45,48,15.68,21255.84,Personal_Loan,61,0,1,60,0.74,0,1,0,29,0,0.482,0.346,0,0.03,0,0,0.493,0,0,0.391,0.224
XU18425397,63,Salaried,6.9,8.1,Single,4,106161.41,70458.91,0,40823.88,0.385,25603.63,194129.48,24,11.71,9112.08,Credit_Card,52,0,1,90,0.75,0,0,0,48,0,0.054,0.129,0,0,0,0,0.547,0,0,0.154,0.052
NF21090987,51,Salaried,10,14.5,Married,3,111130.19,71040.64,0,34341.86,0.309,267933.66,971681.27,12,17.53,88866.53,Personal_Loan,15,0,3,30,0.97,0,0,1,38,0,0.439,1.251,-30,0,1,0,0.423,0,0,0.903,0.735
LP34646424,56,Salaried,13.4,6.2,Married,4,144168.53,97763.64,0,22199.24,0.154,169880.61,822032.18,24,21.46,42426.62,Credit_Card,35,0,0,60,0.94,2,0,1,36,0,0.509,0.434,-15,0,0.333,0,0.859,1,0.056,0.815,0.341
DI94828160,53,Salaried,18,13.9,Single,4,167317.42,92648.29,0,26955.89,0.161,421451.62,563117.45,48,18.49,16686.11,Personal_Loan,3,0,2,0,0.99,0,0,0,71,0,0.451,0.18,-15,0,0,0,0.936,1,0,0.625,0.167
RG44671138,48,Salaried,17,19.7,Single,3,160980.07,111343.97,0,38687.43,0.24,372719.13,587351.67,60,17.67,14809.63,Credit_Card,13,0,1,30,0.99,0,0,0,66,0,0.531,0.133,0,0,0,0,0.774,0,0,0.686,0.173
HS64469250,49,Self_Employed,3.7,8.2,Married,4,138741.97,64153.33,1,23042.2,0.166,202925.36,307782.2,60,15.51,7404.77,Auto_Loan,52,60,2,60,0.78,1,0,1,13,20,0.085,0.115,60,0.57,0.5,31,0.297,0,0.019,0.35,0.314
HK74265858,28,Salaried,16.3,23.2,Married,0,61378.91,33893.44,0,48416.04,0.789,36195.77,254663.85,36,24.68,10082.34,Auto_Loan,70,90,0,90,0.78,1,0,1,56,30,0.295,0.297,90,0,0.5,59,0.216,0,0.014,0.443,0.488
PI78684976,33,Salaried,18.2,18.5,Married,1,164334.09,77121.88,0,54355.85,0.331,60270.12,620535.54,60,23.8,17779.58,Credit_Card,31,0,2,0,0.93,1,0,0,30,0,0.14,0.231,0,0,0,0,0.668,0,0.031,0.51,0.104
DP00788238,51,Salaried,2.2,21.2,Single,3,81003.24,53551.25,0,55025.36,0.679,437873.59,365777.2,36,12.35,12210.27,Auto_Loan,54,0,0,0,0.71,0,0,0,36,0,0.416,0.228,0,0,0,0,0.903,1,0,0.248,0.172
EJ45050411,63,Self_Employed,14.4,1.4,Single,1,123941.11,83222.28,1,24881.88,0.201,117476.06,858400.6,48,24.22,28089.94,Personal_Loan,36,0,0,0,0.87,0,0,0,18,0,0.148,0.338,-15,0.4,0,0,0.998,1,0,0.697,0.138
RA62299025,44,Self_Employed,3.4,1,Married,3,98494.33,46055.21,1,54171.14,0.55,36097.44,151178.25,12,22.58,14191.67,Personal_Loan,19,0,0,60,0.69,0,1,0,43,0,0.23,0.308,-15,0,0,0,0.538,0,0,0.121,0.15
XB07914547,23,Salaried,12.3,12.7,Married,1,180808.93,126558.05,0,44981.44,0.249,131492.1,982771.45,24,19.08,49578.36,Auto_Loan,60,0,2,90,0.85,0,0,1,73,0,0.38,0.392,-30,0,1,0,0.426,0,0,0.578,0.463
VA98876353,59,Salaried,7.3,12.9,Married,1,83224.72,55210.12,0,32194.36,0.387,19663.22,515444.5,24,12.92,24485.81,Personal_Loan,57,0,0,90,0.98,0,1,0,13,0,0.249,0.444,-15,0.57,0,0,0.962,1,0,0.27,0.195
KM42158189,54,Self_Employed,8.7,20,Married,0,111902.23,67596.87,1,6513.79,0.058,472167.48,338157.95,12,16.37,30740.6,Credit_Card,29,0,0,90,0.73,0,0,1,25,0,0.283,0.455,0,0.17,1,0,0.886,1,0,0.399,0.457
DM82628859,55,Self_Employed,3.5,17.4,Married,1,197190.88,110698.24,1,26237.12,0.133,476377.17,657615.58,36,17.9,23741.4,Personal_Loan,24,0,2,30,0.98,1,0,0,36,0,0.138,0.214,-15,0,0,0,0.228,0,0.04,0.62,0.099
GI01050164,62,Salaried,6,5.1,Single,4,47866.63,21605.15,0,51705.61,1.08,387976.48,997403.01,48,12.48,26501.12,Personal_Loan,65,0,2,90,0.69,0,0,0,44,0,0.304,1.227,-30,0,0,0,0.808,0,0,0.498,0.444
FH77912964,22,Salaried,10.4,3.8,Married,2,86780.84,44935.35,0,43365.46,0.5,160606.99,817053.48,48,10.04,20738.29,Credit_Card,45,15,4,15,0.77,0,0,1,44,5,0.316,0.462,0,0,1,47,0.785,0,0,0.461,0.501
QW78969671,23,Salaried,10.4,7.9,Married,2,123983.85,73878.59,0,42131.04,0.34,254440.98,188583.16,12,10.44,16618.07,Credit_Card,61,0,3,60,0.83,1,0,1,68,0,0.383,0.225,0,0,0.5,0,0.655,0,0.016,0.148,0.288
EM72075725,60,Salaried,12.5,16.3,Single,0,69885.11,48796.54,0,50765.53,0.726,49708.2,776962.77,60,23.37,22068.43,Credit_Card,16,0,1,60,0.67,2,0,0,26,0,0.375,0.452,-15,0.13,0,0,0.876,1,0.118,0.757,0.229
CJ40434712,23,Salaried,2.5,14.7,Married,2,50461.76,30586.11,0,43326.89,0.859,395725.07,493222.82,36,20.95,18569.54,Credit_Card,18,0,1,60,0.99,0,0,0,2,0,0.076,0.607,-30,0.93,0,0,0.623,0,0,0.485,0.201
FY48171566,53,Self_Employed,11.9,18.2,Single,4,190712.37,110190.53,1,45781.69,0.24,486190.22,115938.55,12,25.12,11026.04,Credit_Card,45,0,1,30,0.84,0,0,0,52,0,0.255,0.1,0,0,0,0,0.902,1,0,0.088,0.094
KN79616324,43,Salaried,15.4,6.8,Married,3,195395.28,126770.39,0,43421.72,0.222,88146.58,480729.57,60,10.68,10375.67,Credit_Card,2,0,0,30,0.82,2,0,0,69,0,0.115,0.082,-15,0,0,0,0.876,1,0.667,0.449,0.053
DX27217072,52,Salaried,11.6,0.6,Married,4,135297.52,87791.91,0,26742.39,0.198,279841.59,97031.33,48,17.02,2800.85,Credit_Card,15,0,2,30,0.69,0,0,1,63,0,0.374,0.032,-30,0,1,0,0.227,0,0,0.076,0.353
NS64140904,40,Salaried,14.6,11.8,Married,3,118493.79,58710.32,0,24993.52,0.211,155434.31,950320.15,12,21.93,88912.61,Credit_Card,29,0,0,0,0.83,1,0,1,58,0,0.534,1.514,-15,0,0.5,0,0.624,0,0.033,0.473,0.713
SN25496909,64,Salaried,1.4,5.3,Married,1,59760.07,32642.65,0,18541.43,0.31,168433.46,919767.89,12,11.36,81445.14,Personal_Loan,37,0,1,90,0.72,0,0,1,16,0,0.504,2.495,0,0.47,1,0,0.988,1,0,0.477,1.124
QY31393813,42,Gig,8.3,0.6,Married,3,51228.35,27543.95,1,13727.63,0.268,437616.81,105551.29,36,23.65,4121.71,Credit_Card,37,0,0,90,0.97,0,0,0,49,0,0.145,0.15,-30,0,0,0,0.604,0,0,0.112,0.081
IA38373492,33,Self_Employed,5.4,6.5,Married,1,116078.46,62415.8,1,31940.57,0.275,111179.69,965094.15,60,11.51,21229.78,Auto_Loan,29,0,3,60,0.89,1,0,0,39,0,0.412,0.34,0,0,0,0,0.862,1,0.033,0.616,0.205
JP76290828,62,Self_Employed,14.2,23.4,Married,4,98603.58,47022.04,1,35037.69,0.355,290404.3,106442.52,12,25.58,10146.73,Personal_Loan,40,0,3,30,0.97,0,0,0,57,0,0.488,0.216,-15,0,0,0,0.267,0,0,0.133,0.187
QW46201200,27,Salaried,7.6,20.5,Married,1,187569.54,91035.38,0,11217.71,0.06,426505.73,103843.06,36,11.14,3406.58,Credit_Card,59,0,0,0,0.84,1,0,1,2,0,0.503,0.037,-30,0.93,0.5,0,0.308,0,0.017,0.096,0.262
